title;price;square_meters;price_per_m2;location;link;first_photo;processing_date;bathrooms;rooms
Departamento En Venta En Monte Grande;70000.0;45;1555.5555555555557;Alem Al 100, Monte Grande, Monte G...;https://departamento.mercadolibre.com.ar/MLA-1299418106-departamento-en-venta-en-monte-grande-_JM#position=48&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_600333-MLA53158014598_012023-W.jpg;2023-10-19;1 baño;
Moderna Y Confortable Casa En Monte Grande Bsas;179000.0;115;1556.5217391304348;Ramón Santamarina 1665, Monte Gran...;https://casa.mercadolibre.com.ar/MLA-1362093027-moderna-y-confortable-casa-en-monte-grande-bsas-_JM#position=24&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_641144-MLA54293413529_032023-W.jpg;2023-10-19;2 baños;
Venta - Re Tasado, Departamento 2 Ambientes Con Cochera ;78000.0;50;1560.0;Independencia 185, Monte Grande, E...;https://departamento.mercadolibre.com.ar/MLA-1390361329-venta-re-tasado-departamento-2-ambientes-con-cochera-_JM#position=24&search_layout=grid&type=item&tracking_id=fac566de-1663-4a21-9268-328fe6c78876;https://http2.mlstatic.com/D_NQ_NP_910553-MLA40390253139_012020-W.jpg;2023-10-19;1 baño;
Venta De Casa En El Rodal Canning;200000.0;128;1562.5;Av. Pedro Dreyer 3539, B1842 Monte...;https://casa.mercadolibre.com.ar/MLA-1423153650-venta-de-casa-en-el-rodal-canning-_JM#position=18&search_layout=grid&type=item&tracking_id=b364e229-cc2e-4600-b3e8-7c3d88351e5e;https://http2.mlstatic.com/D_NQ_NP_686671-MLA69824024902_062023-W.jpg;2023-10-19;2 baños;
Impecable Dúplex En Monte Grande!! Zona Residencial, Las Heras 830.-;125000.0;80;1562.5;Excelente Duplex!!! Las Heras Al 8...;https://casa.mercadolibre.com.ar/MLA-1167201213-impecable-duplex-en-monte-grande-zona-residencial-las-heras-830--_JM#position=3&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_854884-MLA51510951422_092022-W.jpg;2023-10-19;2 baños;
Departamento En Venta En Monte Grande;125000.0;80;1562.5;Ameghino Al 100, Monte Grande, Mon...;https://departamento.mercadolibre.com.ar/MLA-1313101001-departamento-en-venta-en-monte-grande-_JM#position=47&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_982228-MLA53331836123_012023-W.jpg;2023-10-19;1 baño;
Casa - Monte Grande;200000.0;128;1562.5;Propiedad En Excelente Ubicación, ...;https://casa.mercadolibre.com.ar/MLA-1167226681-casa-monte-grande-_JM#position=14&search_layout=grid&type=item&tracking_id=48a25870-1830-4c0a-a22f-89aa140d91f9;https://http2.mlstatic.com/D_NQ_NP_681652-MLA51510944626_092022-W.jpg;2023-10-19;2 baños;
Venta - Casa En Planta Baja En Monte Grande;175000.0;112;1562.5;Origone 203, Monte Grande, Esteban...;https://casa.mercadolibre.com.ar/MLA-1211661606-venta-casa-en-planta-baja-en-monte-grande-_JM#position=45&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_986114-MLA52109443402_102022-W.jpg;2023-10-19;2 baños;
Departamento  C/ Cochera En Monte Grande;50000.0;32;1562.5;Cristóbal Colón 500, Monte Grande,...;https://departamento.mercadolibre.com.ar/MLA-1531632904-departamento-c-cochera-en-monte-grande-_JM#position=30&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_615691-MLA43035973100_082020-W.jpg;2023-10-19;1 baño;1 amb.
En Venta A Estrenar En Mb Ubic. 2 Amb Contrafte 54 Mts2 C/ Cochera Y Balcon En Monte Grande (016);75000.0;48;1562.5;Gral. Rodríguez 600, Monte Grande,...;https://departamento.mercadolibre.com.ar/MLA-1383466365-en-venta-a-estrenar-en-mb-ubic-2-amb-contrafte-54-mts2-c-cochera-y-balcon-en-monte-grande-016-_JM#position=32&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_888513-MLA71803143149_092023-W.jpg;2023-10-19;1 baño;
Casa En  Venta En Monte Grande;135000.0;86;1569.7674418604652;Valentin Alsina Al 100, Monte Gran...;https://casa.mercadolibre.com.ar/MLA-1528078660-casa-en-venta-en-monte-grande-_JM#position=2&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_901125-MLA72088976187_102023-W.jpg;2023-10-19;1 baño;
Venta - Departamento En Monte Grande;110000.0;70;1571.4285714285713;Venta - Departamento En Monte Gran...;https://departamento.mercadolibre.com.ar/MLA-1386163525-venta-departamento-en-monte-grande-_JM#position=24&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_692250-MLA71470470687_092023-W.jpg;2023-10-19;1 baño;
Oficina - Monte Grande;55000.0;35;1571.4285714285713;Alem  Al 100, Monte Grande, Esteba...;https://inmueble.mercadolibre.com.ar/MLA-1156209529-oficina-monte-grande-_JM#position=24&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_923950-MLA51229542224_082022-W.jpg;2023-10-19;1 baño;1 amb.
Chalet 5 Ambientes Con Piscina En Venta Monte Grande;220000.0;140;1571.4285714285713;Doctor Emilio Cardeza 329, Monte G...;https://casa.mercadolibre.com.ar/MLA-1278608469-chalet-5-ambientes-con-piscina-en-venta-monte-grande-_JM#position=39&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_710635-MLA52838317778_122022-W.jpg;2023-10-19;2 baños;
Venta - Dúplex Con Espacio Guarda Coche;110000.0;70;1571.4285714285713;Rivadavia 337, Monte Grande, Esteb...;https://departamento.mercadolibre.com.ar/MLA-1137507793-venta-duplex-con-espacio-guarda-coche-_JM#position=7&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_893329-MLA50006827871_052022-W.jpg;2023-10-19;1 baño;
Venta De Departamento Semipiso A Estrenar, Monte Grande;110000.0;70;1571.4285714285713;Vicente Lopez 600, Monte Grande, E...;https://departamento.mercadolibre.com.ar/MLA-1135979609-venta-de-departamento-semipiso-a-estrenar-monte-grande-_JM#position=17&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_751661-MLA49877231629_052022-W.jpg;2023-10-19;2 baños;
Departamento Tres Ambientes Venta Monte Grande;110000.0;70;1571.4285714285713;Int. Italiani 184, Monte Grande, P...;https://departamento.mercadolibre.com.ar/MLA-1133751704-departamento-tres-ambientes-venta-monte-grande-_JM#position=9&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_847741-MLA49759039224_042022-W.jpg;2023-10-19;2 baños;
Venta - Departamentos 2 Ambientes En Zona Residencial ;63000.0;40;1575.0;Dorrego 900, Monte Grande, Esteban...;https://departamento.mercadolibre.com.ar/MLA-1254231603-venta-departamentos-2-ambientes-en-zona-residencial-_JM#position=36&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_829035-MLA52528354417_112022-W.jpg;2023-10-19;1 baño;
Venta - Departamento En Zona Céntrica -  Monte Grande;63000.0;40;1575.0;Venta - Departamento En Zona Céntr...;https://departamento.mercadolibre.com.ar/MLA-1385512787-venta-departamento-en-zona-centrica-monte-grande-_JM#position=46&search_layout=grid&type=item&tracking_id=fac566de-1663-4a21-9268-328fe6c78876;https://http2.mlstatic.com/D_NQ_NP_982074-MLA71351258668_082023-W.jpg;2023-10-19;1 baño;1 amb.
Hermoso Departamento A Estrenar 2 Ambientes;82000.0;52;1576.923076923077;General Las Heras 894, Monte Grand...;https://departamento.mercadolibre.com.ar/MLA-1128711907-hermoso-departamento-a-estrenar-2-ambientes-_JM#position=26&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_821567-MLA49434181327_032022-W.jpg;2023-10-19;1 baño;
Importante Chalet En Venta En Monte Grande Sobre Lote De 1400 M2;600000.0;380;1578.9473684210527;Moreno Y Rivadavia, Monte Grande, ...;https://casa.mercadolibre.com.ar/MLA-1428152470-importante-chalet-en-venta-en-monte-grande-sobre-lote-de-1400-m2-_JM#position=9&search_layout=grid&type=item&tracking_id=b364e229-cc2e-4600-b3e8-7c3d88351e5e;https://http2.mlstatic.com/D_NQ_NP_622582-MLA71891997709_092023-W.jpg;2023-10-19;4 baños;
Venta De Departamento 3 Ambientes Con Cochera - Monte Grande;150000.0;95;1578.9473684210527;Emilio Cardeza 79, Monte Grande, E...;https://departamento.mercadolibre.com.ar/MLA-1362256854-venta-de-departamento-3-ambientes-con-cochera-monte-grande-_JM#position=44&search_layout=grid&type=item&tracking_id=1b7cae5f-7c17-480f-87a7-64768d8c46d8;https://http2.mlstatic.com/D_NQ_NP_666336-MLA54146119874_032023-W.jpg;2023-10-19;2 baños;
Impecable 2 Ambientes A Estrenar!!!;79000.0;50;1580.0;Rivadavia 561 - Monte Grande, Mont...;https://departamento.mercadolibre.com.ar/MLA-1460894354-impecable-2-ambientes-a-estrenar-_JM#position=6&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_904595-MLA70742981293_072023-W.jpg;2023-10-19;1 baño;
Edificio S V;44300.0;28;1582.142857142857;Monte Grande, Esteban Echeverría, ...;https://departamento.mercadolibre.com.ar/MLA-1373528365-edificio-sv-monte-grande-_JM#position=35&search_layout=grid&type=item&tracking_id=17076fdf-5c14-4158-b591-4be35a1810e7;https://http2.mlstatic.com/D_NQ_NP_741355-MLA69982242185_062023-W.jpg;2023-10-19;1 baño;
Departamento - Monte Grande;44300.0;28;1582.142857142857;Monte Grande, Monte Grande, Esteba...;https://departamento.mercadolibre.com.ar/MLA-1147825959-departamento-monte-grande-_JM#position=40&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_823791-MLA50832935295_072022-W.jpg;2023-10-19;1 baño;1 amb.
Excelente Casa Estilo Campo! Primera Junta 659, Monte Grande.;190000.0;120;1583.3333333333333;Excelente Casa Estilo Campo! Prime...;https://casa.mercadolibre.com.ar/MLA-1167239424-excelente-casa-estilo-campo-primera-junta-659-monte-grande-_JM#position=22&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_849362-MLA51510951468_092022-W.jpg;2023-10-19;2 baños;
Departamento En Venta En Monte Grande;95000.0;60;1583.3333333333333;Dr. Rotta 200, Monte Grande, Esteb...;https://departamento.mercadolibre.com.ar/MLA-1363898421-departamento-en-venta-en-monte-grande-_JM#position=2&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_786491-MLA54736608231_032023-W.jpg;2023-10-19;1 baño;
Hermoso Departamento 3 Ambientes Con Cochera;135000.0;85;1588.235294117647;Máximo Paz 67, Monte Grande, Provi...;https://departamento.mercadolibre.com.ar/MLA-1128679946-hermoso-departamento-3-ambientes-con-cochera-_JM#position=43&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_722359-MLA49434066929_032022-W.jpg;2023-10-19;2 baños;
Dpto. De 3 Ambientes.;135000.0;85;1588.235294117647;Sarmiento 300, Monte Grande, G.b.a...;https://departamento.mercadolibre.com.ar/MLA-1307071108-dpto-de-3-ambientes-_JM#position=31&search_layout=grid&type=item&tracking_id=5a04b11b-320f-4e9d-a533-bc33b993a718;https://http2.mlstatic.com/D_NQ_NP_854906-MLA71537277732_092023-W.jpg;2023-10-19;;
Venta Departamento 1 Ambiente Divisible Con Cochera En Monte Grande Centro, Gba Zona Sur;74900.0;47;1593.6170212765958;Dpto 1 Ambiente General Paz  Al 19...;https://departamento.mercadolibre.com.ar/MLA-1492699422-venta-departamento-1-ambiente-divisible-con-cochera-en-monte-grande-centro-gba-zona-sur-_JM#position=16&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_893466-MLA71460145471_092023-W.jpg;2023-10-19;1 baño;
Departamento En Venta - Las Heras Al 160, Monte Grande;185000.0;116;1594.8275862068965;Las Heras Al 160, Monte Grande, Mo...;https://departamento.mercadolibre.com.ar/MLA-1157040959-departamento-en-venta-las-heras-al-160-monte-grande-_JM#position=29&search_layout=grid&type=item&tracking_id=17076fdf-5c14-4158-b591-4be35a1810e7;https://http2.mlstatic.com/D_NQ_NP_848320-MLA51247539403_082022-W.jpg;2023-10-19;2 baños;
Departamento Con Parrilla, Sum Y Pileta  - Permuta Por Lote ;79800.0;50;1596.0;Cardeza 121, Monte Grande, Esteban...;https://departamento.mercadolibre.com.ar/MLA-1204782779-departamento-con-parrilla-sum-y-pileta-permuta-por-lote-_JM#position=28&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_799759-MLA70869499181_082023-W.jpg;2023-10-19;1 baño;
Departamento En Monte Grande ;79800.0;50;1596.0;Cardeza 100, Monte Grande, Esteban...;https://departamento.mercadolibre.com.ar/MLA-1385886417-departamento-en-monte-grande-_JM#position=41&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_819909-MLA71439419313_082023-W.jpg;2023-10-19;1 baño;
Duplex Tres Ambientes A Estrenar - Monte Grande- Entrega En Junio 2022;115000.0;72;1597.2222222222222;Nicolás Avellaneda 298, Monte Gran...;https://casa.mercadolibre.com.ar/MLA-1133775647-duplex-tres-ambientes-a-estrenar-monte-grande-entrega-en-junio-2022-_JM#position=21&search_layout=grid&type=item&tracking_id=54121434-8fc5-47b7-9a0f-5d7d4b44f558;https://http2.mlstatic.com/D_NQ_NP_642752-MLA49760864784_042022-W.jpg;2023-10-19;2 baños;
Venta De Departamento 2 Ambientes Con Cochera - Monte Grande;79900.0;50;1598.0;Independencia 185, Monte Grande, E...;https://departamento.mercadolibre.com.ar/MLA-1362374442-venta-de-departamento-2-ambientes-con-cochera-monte-grande-_JM#position=39&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_721088-MLA54147067805_032023-W.jpg;2023-10-19;1 baño;
Casa En Venta En Monte Grande Mirasoles 4 Ambientes;320000.0;200;1600.0;Monte Grande, Esteban Echeverría, ...;https://casa.mercadolibre.com.ar/MLA-1309178910-casa-en-venta-en-monte-grande-mirasoles-4-ambientes-_JM#position=3&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_984400-MLA70457118338_072023-W.jpg;2023-10-19;3 baños;
Venta - Depto 2 Ambientes Con Cochera En Monte Grande;80000.0;50;1600.0;Cel, Parish Robertson 541, Monte G...;https://casa.mercadolibre.com.ar/MLA-1495361200-venta-depto-2-ambientes-con-cochera-en-monte-grande-_JM#position=10&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_791032-MLA71501640635_092023-W.jpg;2023-10-19;2 baños;
Dúplex De Categoría - Centro De Monte Grande;160000.0;100;1600.0;Independencia 69, Monte Grande, Pr...;https://casa.mercadolibre.com.ar/MLA-1145104328-duplex-de-categoria-centro-de-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_747360-MLA53142511240_012023-W.jpg;2023-10-19;2 baños;
Casa En Venta En Excelente Ubicación. Monte Grande. Ideal Inversores!;240000.0;150;1600.0;San Martín 201, Monte Grande, Prov...;https://casa.mercadolibre.com.ar/MLA-1150189107-casa-en-venta-en-excelente-ubicacion-monte-grande-ideal-inversores-_JM#position=46&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_918094-MLA51013925110_082022-W.jpg;2023-10-19;3 baños;
Inmejorable Departmaento 3 Ambientes Con Dos Cocheras;160000.0;100;1600.0;Azcuénaga 255, Monte Grande, Provi...;https://departamento.mercadolibre.com.ar/MLA-1128667316-inmejorable-departmaento-3-ambientes-con-dos-cocheras-_JM#position=8&search_layout=grid&type=item&tracking_id=c112ea19-8061-4548-be78-cfd9dfc8ba6b;https://http2.mlstatic.com/D_NQ_NP_738552-MLA49434237909_032022-W.jpg;2023-10-19;2 baños;
Departamento En Venta De 2 Ambientes Con Cochera  En Monte Grande;80000.0;50;1600.0;General Las Heras 659, Monte Grand...;https://departamento.mercadolibre.com.ar/MLA-1288197194-departamento-en-venta-de-2-ambientes-con-cochera-en-monte-grande-_JM#position=8&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_671354-MLA53003530862_122022-W.jpg;2023-10-19;1 baño;
Venta De Casa Excelente Ubicación, Monte Grande;240000.0;150;1600.0;Máximo Paz 1049, B1842hvv Monte Gr...;https://casa.mercadolibre.com.ar/MLA-1370743103-venta-de-casa-excelente-ubicacion-monte-grande-_JM#position=17&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_738239-MLA69683009257_052023-W.jpg;2023-10-19;3 baños;
Hermoso Departamento 2 Ambientes Con Cochera Monte Grande;88000.0;55;1600.0;Rivadavia 545, B1842dek Monte Gran...;https://departamento.mercadolibre.com.ar/MLA-1130619248-hermoso-departamento-2-ambientes-con-cochera-monte-grande-_JM#position=33&search_layout=grid&type=item&tracking_id=54121434-8fc5-47b7-9a0f-5d7d4b44f558;https://http2.mlstatic.com/D_NQ_NP_900231-MLA49565860809_042022-W.jpg;2023-10-19;1 baño;
Venta Departamento Monte Grande;88000.0;55;1600.0;Vicente López 551, Monte Grande, P...;https://departamento.mercadolibre.com.ar/MLA-1410413100-venta-departamento-monte-grande-_JM#position=20&search_layout=grid&type=item&tracking_id=dcbad6c3-5469-47c4-a943-66c465431961;https://http2.mlstatic.com/D_NQ_NP_905800-MLA69237726680_052023-W.jpg;2023-10-19;1 baño;
Depto. 3ambs. Con Balcón Al Fte. P.b. C/cochera;85000.0;53;1603.7735849056603;12 De Octubre 100, Monte Grande, E...;https://departamento.mercadolibre.com.ar/MLA-1531081198-depto-3ambs-con-balcon-al-fte-pb-ccochera-_JM#position=21&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_784771-MLA72082480704_102023-W.jpg;2023-10-19;1 baño;
Casa - Monte Grande;85000.0;53;1603.7735849056603;Dardo Rocha Al 100, Monte Grande, ...;https://casa.mercadolibre.com.ar/MLA-1379321983-casa-monte-grande-_JM#position=25&search_layout=grid&type=item&tracking_id=d5b652b9-eb6a-4d2f-9f81-9a57c30c4978;https://http2.mlstatic.com/D_NQ_NP_825355-MLA70652188982_072023-W.jpg;2023-10-19;1 baño;
Ocantos 114 - Monte Grande;85000.0;53;1603.7735849056603;Ocantos Al 100, Monte Grande, Este...;https://departamento.mercadolibre.com.ar/MLA-1420572356-ocantos-114-monte-grande-_JM#position=9&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_624189-MLA69510475823_052023-W.jpg;2023-10-19;1 baño;
Casa - Monte Grande;210000.0;130;1615.3846153846155;Excelente Chalet!!!  Azcuénaga Al ...;https://casa.mercadolibre.com.ar/MLA-1167074703-casa-monte-grande-_JM#position=5&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_971114-MLA51510944682_092022-W.jpg;2023-10-19;3 baños;
Hermosa Propiedad Ideal Para Inversores!;139000.0;86;1616.2790697674418;Doctor Emilio Cardeza 229, Monte G...;https://casa.mercadolibre.com.ar/MLA-1319101474-hermosa-propiedad-ideal-para-inversores-_JM#position=20&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_739268-MLA53443031714_012023-W.jpg;2023-10-19;1 baño;
Departamento En Venta En Monte Grande;115000.0;71;1619.718309859155;Departamento En Alquiler Y Venta E...;https://departamento.mercadolibre.com.ar/MLA-1448275200-departamento-en-venta-en-monte-grande-_JM#position=28&search_layout=grid&type=item&tracking_id=b364e229-cc2e-4600-b3e8-7c3d88351e5e;https://http2.mlstatic.com/D_NQ_NP_852874-MLA70460628749_072023-W.jpg;2023-10-19;1 baño;
Casa Céntrica Ideal Uso Profesional O Vivienda;138000.0;85;1623.5294117647059;Rodriguez  575, Monte Grande, Este...;https://casa.mercadolibre.com.ar/MLA-1522262102-casa-centrica-ideal-uso-profesional-o-vivienda-_JM#position=30&search_layout=grid&type=item&tracking_id=d5b652b9-eb6a-4d2f-9f81-9a57c30c4978;https://http2.mlstatic.com/D_NQ_NP_693648-MLA71949062938_092023-W.jpg;2023-10-19;1 baño;
Venta De Departamento Monoambiente - Cochera - Monte Grande;65000.0;40;1625.0;Bernardino Rivadavia 630, Monte Gr...;https://departamento.mercadolibre.com.ar/MLA-1364476760-venta-de-departamento-monoambiente-cochera-monte-grande-_JM#position=27&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_852424-MLA54185101669_032023-W.jpg;2023-10-19;1 baño;1 amb.
Venta 2 Amb Monte Grande Centro;65000.0;40;1625.0;Doctor Emilio Cardeza 0, Monte Gra...;https://departamento.mercadolibre.com.ar/MLA-1378832885-venta-2-amb-monte-grande-centro-_JM#position=23&search_layout=grid&type=item&tracking_id=c19c581b-ce30-49e4-9743-1e52fce2b08f;https://http2.mlstatic.com/D_NQ_NP_884581-MLA70608595940_072023-W.jpg;2023-10-19;1 baño;
Venta- Duplex 3 Ambientes Con Cochera En Barrio Los Robles;130000.0;80;1625.0;Av. V. Fair 1495, Monte Grande, Es...;https://casa.mercadolibre.com.ar/MLA-1368097801-venta-duplex-3-ambientes-con-cochera-en-barrio-los-robles-_JM#position=26&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_708932-MLA54985157146_052023-W.jpg;2023-10-19;2 baños;
Venta Dpto 2 Amb C/cochera A Estrenar Monte Grande;65000.0;40;1625.0;Coronel Dorrego 900, Monte Grande,...;https://departamento.mercadolibre.com.ar/MLA-1386892499-venta-dpto-2-amb-ccochera-a-estrenar-monte-grande-_JM#position=41&search_layout=grid&type=item&tracking_id=65b5ac88-9222-4f99-a0fe-056526864fad;https://http2.mlstatic.com/D_NQ_NP_676027-MLA71552741699_092023-W.jpg;2023-10-19;1 baño;
Departamento 2 Ambientes En Venta;65000.0;40;1625.0;Francisco Narciso De Laprida 223, ...;https://departamento.mercadolibre.com.ar/MLA-1137953814-departamento-2-ambientes-en-venta-_JM#position=46&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_681464-MLA50001335599_052022-W.jpg;2023-10-19;1 baño;
Hermoso Departamento 2 Ambientes A Estrenar Con Cochera;78000.0;48;1625.0;General Rodríguez 859, Monte Grand...;https://departamento.mercadolibre.com.ar/MLA-1128673434-hermoso-departamento-2-ambientes-a-estrenar-con-cochera-_JM#position=10&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_815372-MLA49434173210_032022-W.jpg;2023-10-19;1 baño;
Departamento 3 Ambientes - Apto Credito -;130000.0;80;1625.0;Doctor Emilio Cardeza 32, Monte Gr...;https://departamento.mercadolibre.com.ar/MLA-1264219441-departamento-3-ambientes-apto-credito--_JM#position=38&search_layout=grid&type=item&tracking_id=54121434-8fc5-47b7-9a0f-5d7d4b44f558;https://http2.mlstatic.com/D_NQ_NP_809352-MLA52642250192_112022-W.jpg;2023-10-19;1 baño;
Departamento Un Ambiente En Venta;65000.0;40;1625.0;General Las Heras 894, Monte Grand...;https://departamento.mercadolibre.com.ar/MLA-1124519586-departamento-un-ambiente-en-venta-_JM#position=3&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_627505-MLA49179986709_022022-W.jpg;2023-10-19;1 baño;1 amb.
Oficina En Venta Centro Monte Grande;65000.0;40;1625.0;Ameghino 43, Monte Grande, Esteban...;https://inmueble.mercadolibre.com.ar/MLA-919065631-oficina-en-venta-centro-monte-grande-_JM#position=36&search_layout=grid&type=item&tracking_id=c165c15f-9b89-4557-aa83-c463359173f8;https://http2.mlstatic.com/D_NQ_NP_831987-MLA45060623803_032021-W.jpg;2023-10-19;1 baño;
Venta - Casa A Reciclar;140000.0;86;1627.906976744186;General Paz 655, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1137461796-venta-casa-a-reciclar-_JM#position=8&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_702026-MLA49966298423_052022-W.jpg;2023-10-19;1 baño;
Casa - Monte Grande - Venta - Oportunidad -;150000.0;92;1630.4347826086957;Fernando De Toro Al 1000, Monte Gr...;https://casa.mercadolibre.com.ar/MLA-1130791120-casa-monte-grande-venta-oportunidad--_JM#position=13&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_907285-MLA49578925336_042022-W.jpg;2023-10-19;1 baño;
Casa 4 Ambientes-pileta;199000.0;122;1631.1475409836066;Pedro Reta 1300, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1454473772-casa-4-ambientes-pileta-_JM#position=48&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_989100-MLA70610829045_072023-W.jpg;2023-10-19;3 baños;
Departamento 2 Ambientes Y Local En P.b En Venta!!;80000.0;49;1632.6530612244899;Regimiento De Los Patricios 226, M...;https://departamento.mercadolibre.com.ar/MLA-1116674747-departamento-2-ambientes-y-local-en-pb-en-venta-_JM#position=19&search_layout=grid&type=item&tracking_id=de87ff7f-e3d9-47a1-bc9b-a9f699d42acd;https://http2.mlstatic.com/D_NQ_NP_944668-MLA48632397845_122021-W.jpg;2023-10-19;1 baño;
